Reference,Customer,Invoice,InvoiceDate,Total,Payments,Hours,Pay,Comp,Burden,Pass,Profit,%Profit,Terms,PostedToAR,ReversedTotal,LocationId
227,MARCO3,16538,2018-03-02 00:00:00,838.32,0,32,480,25.68,64.94,39.92,227.78,28.5296,A,True,0,1
884,MARRIO,16539,2018-03-02 00:00:00,1453.97,0,55.5,832.5,2.91,0,69.24,549.32,39.6698,A,True,0,1
694,MERCRO,16540,2018-03-02 00:00:00,2855.53,0,109,1635,87.47,221.22,135.98,775.86,28.529,A,True,0,1
866,MERCRO,16541,2018-03-02 00:00:00,368.76,0,16,208,11.13,28.14,17.56,103.93,29.5928,A,True,0,1
766,MONDEV,16542,2018-03-02 00:00:00,939.33,0,28,560,29.96,75.77,44.73,228.87,25.5835,A,True,0,1
1089,ONNIC1,18430,2018-06-22 00:00:00,283.14,0,6.75,155.25,9.38,21.01,13.48,84.02,31.1578,A,True,0,1
1009,ABBOTK,18431,2018-06-29 00:00:00,4023.6,0,160,2240,135.3,303.07,191.6,1153.63,30.1052,A,True,0,1
1041,ALPHA1,18432,2018-06-29 00:00:00,1810.62,0,72,1008,60.88,136.38,86.22,519.14,30.1055,A,True,0,1
1168,ALPHA1,18433,2018-06-29 00:00:00,201.18,0,8,112,6.76,15.15,9.58,57.69,30.1096,A,True,0,1
1144,ALPOME,18434,2018-06-29 00:00:00,532.08,0,20.25,298,18,40.32,25.34,150.42,29.6839,A,True,0,1
1029,ANTHEM,18435,2018-06-29 00:00:00,335.58,0,8,184,11.11,24.9,15.98,99.59,31.1608,A,True,0,1
1187,ATIRA2,18436,2018-06-29 00:00:00,419.16,0,16,248,1.09,33.55,19.96,116.56,29.1984,A,True,0,1
1077,BCPLAC,18516,2018-06-29 00:00:00,275.16,0,8.5,166.25,9.75,22.49,13.1,63.57,24.2578,A,True,0,1
1212,BELPRO,18439,2018-06-29 00:00:00,201.18,0,8,112,6.76,15.15,9.58,57.69,30.1096,A,True,0,1
1225,BELPRO,18440,2018-06-29 00:00:00,1131.9,0,40,640,38.66,86.59,53.9,312.75,29.0121,A,True,0,1
1199,BELPRO,18509,2018-06-29 00:00:00,0,0,0,0,0,0,0,0,29.0129,A,True,2461.91,1
1196,BELPRO,18510,2018-06-29 00:00:00,113.19,0,4,64,3.87,8.66,5.39,31.27,29.0074,A,True,0,1
1071,CANFOR,18520,2018-06-29 00:00:00,1131.9,0,40,680,41.07,92,53.9,264.93,24.5761,A,True,0,1
1207,CANJER,18551,2018-06-29 00:00:00,767.29,0,39.5,513.5,31.02,69.48,36.54,116.75,15.9767,A,True,0,1
1098,CCIRE1,18442,2018-06-29 00:00:00,399.26,0,15,224,13.53,30.31,19.01,112.41,29.5621,A,True,0,1
1177,CCIRE1,18443,2018-06-29 00:00:00,176.03,0,7,98,5.92,13.26,8.38,50.47,30.1044,A,True,0,1
1072,CENTR1,18444,2018-06-29 00:00:00,0,0,0,0,0,0,0,0,28.1561,A,True,5653.12,1
1131,CENTR1,18445,2018-06-29 00:00:00,587.27,0,14,378,22.83,51.14,27.97,107.33,19.1901,A,True,0,1
1195,CENTU1,18523,2018-06-29 00:00:00,804.72,0,32,448,27.06,60.61,38.32,230.73,30.1057,A,True,0,1
872,CHRISL,18446,2018-06-29 00:00:00,2011.8,0,80,1200,72.48,162.36,95.8,481.16,25.1127,A,True,0,1
1192,CITYO1,18447,2018-06-29 00:00:00,2921.52,0,80,2160,130.46,292.25,139.12,199.69,7.1769,A,True,0,1
1193,CITYO1,18448,2018-06-29 00:00:00,2811.96,0,77,2079,125.57,281.29,133.9,192.2,7.1768,A,True,0,1
1194,CITYO1,18449,2018-06-29 00:00:00,2629.37,0,72,1944,117.42,263.02,125.21,179.72,7.1769,A,True,0,1
1224,CLEANS,18450,2018-06-29 00:00:00,961.89,0,38.25,535.5,32.34,72.45,45.8,275.8,30.1062,A,True,0,1
1190,CMPDEV,18451,2018-06-29 00:00:00,542.06,0,15,335,20.23,45.33,25.81,115.69,22.4097,A,True,0,1
1069,DARWI1,18524,2018-06-29 00:00:00,3608.17,0,113,2018.5,121.92,273.1,171.82,1022.83,29.765,A,True,0,1
1197,DARWI1,18525,2018-06-29 00:00:00,0,0,0,0,0,0,0,0,32.3953,A,True,1233.12,1
1203,DONNE1,18511,2018-06-29 00:00:00,524.95,0,19.25,292.25,16.28,39.54,25,151.88,30.379,A,True,0,1
1209,DONNE1,18512,2018-06-29 00:00:00,301.77,0,12,168,10.15,22.73,14.37,86.52,30.1044,A,True,0,1
887,EMBER1,18454,2018-06-29 00:00:00,0,0,78.5,1278,77.19,172.91,0,-1528.1,0,A,True,0,1
1074,EMBER1,18455,2018-06-29 00:00:00,578.39,0,23,322,19.45,43.57,27.54,165.83,30.1044,A,True,0,1
1157,EZEKCO,18456,2018-06-29 00:00:00,945.96,0,22,536,32.37,72.52,45.05,260.02,28.8619,A,True,0,1
1085,HAEBL1,18457,2018-06-29 00:00:00,4637.61,0,124,2656,160,359.36,220.84,1241.41,28.1067,A,True,0,1
1010,HCCOLD,18458,2018-06-29 00:00:00,99.49,0,5,65,3.93,8.79,4.74,17.03,17.9736,A,True,0,1
980,HEABRA,18459,2018-06-29 00:00:00,243.18,0,8,136,8.21,18.4,11.58,68.99,29.7884,A,True,0,1
1082,HEABRA,18460,2018-06-29 00:00:00,475.86,0,16,266,16.07,35.99,22.66,135.14,29.8191,A,True,0,1
1038,ICONW1,18531,2018-06-29 00:00:00,34231,0,899.75,19898,1156.89,2692.2,1630.05,8853.86,27.1583,A,True,0,1
1038,ICONW1,18532,2018-06-29 00:00:00,1824.72,0,42,1000.5,58.35,135.37,86.89,543.61,31.281,A,True,0,1
1045,ICONW1,18533,2018-06-29 00:00:00,1443.9,0,47,807.5,48.26,109.25,68.76,410.13,29.8246,A,True,0,1
1084,ICONW1,18534,2018-06-29 00:00:00,6517.93,0,155,3761.25,208.44,508.9,310.38,1728.96,27.8525,A,True,0,1
1045,ICONW1,18535,2018-06-29 00:00:00,3397.64,0,82,2159.5,72.13,292.18,161.79,712.04,22.0047,A,True,0,1
996,IMPERI,18461,2018-06-29 00:00:00,1986.88,0,74.75,1114.5,67.32,150.79,94.61,559.66,29.5761,A,True,0,1
1151,JACOBB,18462,2018-06-29 00:00:00,220.04,0,8.5,122.5,7.19,16.57,10.48,63.3,30.2061,A,True,0,1
1222,JACOBB,18463,2018-06-29 00:00:00,238.91,0,9,133,7.61,17.99,11.38,68.93,30.2949,A,True,0,1
1049,JERIC1,18464,2018-06-29 00:00:00,176.03,0,7,98,5.92,13.26,8.38,50.47,30.1044,A,True,0,1
1181,JFSFOR,18465,2018-06-29 00:00:00,518.89,0,16.5,313.5,18.94,42.42,24.71,119.32,24.145,A,True,0,1
1058,KINDR1,18466,2018-06-29 00:00:00,364.77,0,12,204,12.32,27.6,17.37,103.48,29.787,A,True,0,1
1156,LEDCO1,18467,2018-06-29 00:00:00,2910.83,0,106.5,1635.88,90.92,221.33,138.61,824.09,29.7267,A,True,0,1
1056,MANLE1,18468,2018-06-29 00:00:00,1584.56,0,58,932,56.29,126.1,75.46,394.71,26.1553,A,True,0,1
1061,MARCO3,18526,2018-06-29 00:00:00,800.82,0,17.75,428.38,24.66,57.96,38.13,251.69,33.0003,A,True,0,1
1061,MARCO3,18527,2018-06-29 00:00:00,1461.92,0,34,782,47.23,105.8,69.62,457.27,32.8428,A,True,0,1
1185,MERCRO,18469,2018-06-29 00:00:00,326.92,0,13,182,10.99,24.62,15.57,93.74,30.1076,A,True,0,1
1065,MONDEV,18470,2018-06-29 00:00:00,1744.26,0,56,984,59.43,133.14,83.06,484.63,29.1735,A,True,0,1
1083,MORNST,18471,2018-06-29 00:00:00,662.56,0,18.5,375.25,21.23,50.77,31.55,183.76,29.1216,A,True,0,1
1021,MORNST,18472,2018-06-29 00:00:00,603.54,0,24,336,20.29,45.46,28.74,173.05,30.1061,A,True,0,1
1021,MORNST,18473,2018-06-29 00:00:00,150.89,0,6,84,5.07,11.37,7.19,43.26,30.1044,A,True,0,1
1021,MORNST,18474,2018-06-29 00:00:00,1367.06,0,40.5,774.25,46.48,104.76,65.1,376.47,28.9156,A,True,0,1
1146,NAVARI,18475,2018-06-29 00:00:00,982.41,0,37.5,600,2.64,81.18,46.78,251.81,26.9134,A,True,0,1
1012,NOVAC1,18476,2018-06-29 00:00:00,3627.59,0,143,2020,122.01,273.31,172.74,1039.53,30.089,A,True,0,1
1063,UNISO1,22401,2019-01-25 00:00:00,1573.04,0,37.5,937.5,66.75,126.84,74.91,367.04,24.4999,A,True,0,1
1386,URBAN1,22402,2019-01-25 00:00:00,2354.3,0,50.75,1403.13,90.34,189.84,112.11,558.88,24.9256,A,True,0,1
1688,URBAN1,22404,2019-01-25 00:00:00,2616.54,0,64.5,1473,101.89,199.3,124.6,717.75,28.8029,A,True,0,1
1725,URBAN1,22405,2019-01-25 00:00:00,12171.96,0,342.25,6995.63,468.77,733.41,579.62,3394.53,29.2825,A,True,0,1
1726,URBAN1,22406,2019-01-25 00:00:00,4696.42,0,143,2846.5,187.33,385.13,223.64,1053.82,23.5607,A,True,0,1
1727,URBAN1,22407,2019-01-25 00:00:00,880.32,0,32,528,37.59,71.44,41.92,201.37,24.0184,A,True,0,1
1455,URBAN1,22408,2019-01-25 00:00:00,0,0,0,0,0,0,0,0,23.7124,A,True,4947.3,2
1578,VANCON,22409,2019-01-25 00:00:00,961.89,0,38.25,612,2.69,82.8,45.8,218.6,23.8623,A,True,0,1
1729,VENTA1,22410,2019-01-25 00:00:00,1358.28,0,48,816,58.1,110.4,64.68,309.1,23.8946,A,True,0,1
1729,VENTA1,22411,2019-01-25 00:00:00,226.38,0,8,136,9.68,18.4,10.78,51.52,23.8961,A,True,0,1
1075,WHITEW,22412,2019-01-25 00:00:00,265.98,0,8.5,157.5,10.89,21.31,12.67,63.61,25.1115,A,True,0,1
1378,X3CONS,22413,2019-01-25 00:00:00,389.79,0,15.5,232.5,16.55,31.46,18.56,90.72,24.4377,A,True,0,1
1713,ARADEV,22414,2019-01-25 00:00:00,1090.32,0,32,624,44.43,84.43,51.92,285.54,27.4981,A,True,0,1
1537,CENTR1,22415,2019-01-25 00:00:00,577.56,0,18,342,23.07,46.27,27.5,138.72,25.2191,A,True,0,1
1717,DARWI1,22418,2019-01-25 00:00:00,1609.44,0,64,960,68.35,129.89,76.64,374.56,24.4363,A,True,0,2
1716,DARWI1,22429,2019-01-25 00:00:00,9326.11,0,296.5,5494,384.94,743.34,444.1,2259.73,25.4417,A,True,0,1
1491,EASTWO,22419,2019-01-25 00:00:00,0,0,20,315,21.36,0,0,-336.36,0,A,True,0,1
1492,EASTWO,22420,2019-01-25 00:00:00,0,0,96,1680,119.62,0,0,-1799.62,0,A,True,0,1
1493,EASTWO,22421,2019-01-25 00:00:00,0,0,39.5,711,3.13,0,0,-714.13,0,A,True,0,1
1045,ICONW1,22422,2019-01-25 00:00:00,8778.75,0,229,5197.5,355.11,703.22,418.04,2104.88,25.1759,A,True,0,1
1084,ICONW1,22423,2019-01-25 00:00:00,2474.45,0,67.5,1470,85.66,198.89,117.83,602.07,25.548,A,True,0,1
1719,ICONW1,22428,2019-01-25 00:00:00,0,0,0,0,0,0,0,0,25.5629,A,True,45931.92,1
950,KINDR1,22424,2019-01-25 00:00:00,913.74,0,35.5,544.5,38.77,73.67,43.51,213.29,24.5096,A,True,0,1
1664,URBAN1,22425,2019-01-25 00:00:00,452.92,0,13,264,18.8,35.72,21.57,112.83,26.1574,A,True,0,1
1709,URBAN1,22426,2019-01-25 00:00:00,167.79,0,4,116,8.26,15.69,7.99,19.85,12.4218,A,True,0,1
1154,WALMCL,22427,2019-01-25 00:00:00,699.15,0,23,414,29.48,56.01,33.29,166.37,24.9857,A,True,0,1
1609,ICONW1,22430,2019-01-25 00:00:00,58621.35,0,1709.5,34752.88,2370.74,4239.74,2791.49,14466.5,25.9118,A,True,0,1
1696,ETROCO,22431,2019-01-25 00:00:00,1299.96,0,38.5,736.25,52.08,99.61,61.9,350.12,28.2797,A,True,0,1
1699,ETROCO,22432,2019-01-25 00:00:00,402.36,0,16,240,17.09,32.47,19.16,93.64,24.4363,A,True,0,1
1656,FRONTF,22433,2019-01-25 00:00:00,163.46,0,6.5,97.5,6.94,13.19,7.78,38.05,24.4412,A,True,0,1
1156,LEDCO1,22442,2019-01-25 00:00:00,4387.67,0,107.5,2776.25,174.98,375.63,208.94,851.87,20.3859,A,True,0,1
1519,RENDI1,22439,2019-01-25 00:00:00,389.84,0,14.5,246.5,17.55,33.35,18.56,73.88,19.8987,A,True,0,1
1721,SYNCRA,22438,2019-01-25 00:00:00,9479.87,0,296,5636.25,394.09,762.58,451.42,2235.53,24.761,A,True,0,1
1724,UNISO1,22436,2019-01-25 00:00:00,0,0,0,0,0,0,0,0,20.7759,A,True,7266.11,1
1455,URBAN1,22440,2019-01-25 00:00:00,4931.58,0,155,2970.5,211.18,401.91,234.84,1113.15,23.7005,A,True,0,2
1718,HANSD1,22443,2019-01-25 00:00:00,121.59,0,4,72,5.13,9.74,5.79,28.93,24.9827,A,True,0,1
1701,URBAN1,22444,2019-01-25 00:00:00,729.54,0,24,432,30.76,58.45,34.74,173.59,24.9842,A,True,0,1
1686,MICHEL,22445,2019-01-25 00:00:00,1063.91,0,34,647.5,44.78,87.61,50.66,233.36,23.0308,A,True,0,1
833,MARCO3,22447,2019-01-25 00:00:00,-14.15,0,-0.5,0,0,0,-0.67,-13.48,100,A,True,0,1
833,MARCO3,22448,2019-01-25 00:00:00,5883.32,0,164.5,3614.51,254.54,489.04,280.16,1245.07,22.2209,A,True,0,1
1705,720485,22466,2019-02-01 00:00:00,75.44,0,3,45,3.2,6.09,3.59,17.56,24.4398,A,True,0,2
892,ABBOTK,22467,2019-02-01 00:00:00,679.14,0,24,408,29.05,55.2,32.34,154.55,23.8946,A,True,0,2
1552,ABBOTK,22468,2019-02-01 00:00:00,2929.69,0,116.5,1747.5,124.42,236.44,139.51,681.82,24.4364,A,True,0,2
1618,ACCIVI,22451,2019-02-01 00:00:00,942.33,0,30,558,38.45,75.5,44.87,225.51,25.1276,A,True,0,1
1078,ALTOC1,22452,2019-02-01 00:00:00,1018.44,0,25.5,577.5,39.94,78.14,48.5,274.36,28.2863,A,True,0,1
1738,ANIFUR,22453,2019-02-01 00:00:00,201.18,0,8,120,8.54,16.24,9.58,46.82,24.4363,A,True,0,1
915,AQUILI,22469,2019-02-01 00:00:00,2571.41,0,74.5,1427.5,100.04,193.14,122.45,728.28,29.7383,A,True,0,2
1703,AQUILI,22470,2019-02-01 00:00:00,343.98,0,8,192,13.67,25.98,16.38,95.95,29.2888,A,True,0,2
1713,ARADEV,22541,2019-02-01 00:00:00,2407.86,0,56,1504,107.08,203.49,114.66,478.63,20.8717,A,True,0,1
1187,ATIRA2,22455,2019-02-01 00:00:00,96.39,0,4,56,0.25,7.58,4.59,27.97,30.4684,A,True,0,1
894,AXIOM,22456,2019-02-01 00:00:00,257.99,0,6,144,10.25,19.48,12.29,71.97,29.2918,A,True,0,1
1746,BOSAC1,22457,2019-02-01 00:00:00,1793.26,0,41,1154.25,78.82,156.17,85.39,318.63,18.6566,A,True,0,1
1071,CANFOR,22458,2019-02-01 00:00:00,2263.8,0,80,1360,96.83,184.01,107.8,515.16,23.8942,A,True,0,1
1537,CENTR1,22459,2019-02-01 00:00:00,531.95,0,17,315,21.79,42.62,25.33,127.21,25.1095,A,True,0,1
1714,CENTR1,22460,2019-02-01 00:00:00,1959.28,0,45.5,1212,77.75,163.98,93.3,412.25,22.0929,A,True,0,1
1714,CENTR1,22461,2019-02-01 00:00:00,243.18,0,8,144,10.25,19.48,11.58,57.87,24.987,A,True,0,1
1270,CLEARV,22462,2019-02-01 00:00:00,1146.05,0,40,729,51.26,98.63,54.57,212.59,19.4772,A,True,0,1
1715,COAST2,22463,2019-02-01 00:00:00,5067.3,0,120,2952,210.18,399.41,241.3,1264.41,26.2,A,True,0,1
1741,COAST3,22471,2019-02-01 00:00:00,182.39,0,6,108,7.69,14.61,8.69,43.4,24.9856,A,True,0,2
1396,DAMACO,22464,2019-02-01 00:00:00,905.52,0,32,544,38.73,73.6,43.12,206.07,23.8949,A,True,0,1
1331,DARWI1,22465,2019-02-01 00:00:00,1835.2,0,42.5,1050,72.62,142.07,87.39,483.12,27.6414,A,True,0,1
1716,DARWI1,22472,2019-02-01 00:00:00,7950.24,0,240,4776,327.09,646.19,378.58,1822.38,24.0684,A,True,0,1
1717,DARWI1,22473,2019-02-01 00:00:00,2034.43,0,69,1224,87.15,165.61,96.88,460.79,23.7821,A,True,0,2
1209,DONNE1,22474,2019-02-01 00:00:00,163.46,0,6.5,97.5,6.94,13.19,7.78,38.05,24.4412,A,True,0,2
1698,DPCWIN,22475,2019-02-01 00:00:00,495.21,0,17.5,297.5,21.18,40.25,23.58,112.7,23.8959,A,True,0,2
1493,EASTWO,22476,2019-02-01 00:00:00,0,0,5,95,0.42,0,0,-95.42,0,A,True,0,1
1493,EASTWO,22542,2019-02-01 00:00:00,0,0,5,95,0.42,0,0,-95.42,0,A,True,0,1
1623,ELLIS1,22477,2019-02-01 00:00:00,2462.2,0,78,1498,102.81,202.68,117.25,541.46,23.0905,A,True,0,1
887,EMBER1,22478,2019-02-01 00:00:00,0,0,68.25,1162.75,82.79,157.32,0,-1402.86,0,A,True,0,2
1074,EMBER1,22479,2019-02-01 00:00:00,0,0,27,405,28.84,54.8,0,-488.64,0,A,True,0,2
887,EMBER1,22543,2019-02-01 00:00:00,0,0,33,627,44.64,84.83,0,-756.47,0,A,True,0,2
1718,HANSD1,22480,2019-02-01 00:00:00,197.59,0,6.5,117,8.33,15.83,9.41,47.02,24.9867,A,True,0,1
1010,HCCOLD,22481,2019-02-01 00:00:00,1014.78,0,51,663,47.21,89.7,48.32,166.55,17.233,A,True,0,2
965,HEABRA,22482,2019-02-01 00:00:00,243.18,0,8,144,10.25,19.48,11.58,57.87,24.987,A,True,0,1
1045,ICONW1,22483,2019-02-01 00:00:00,10096.67,0,282.5,5963.75,406.48,806.9,480.79,2438.75,25.3617,A,True,0,1
1719,ICONW1,22538,2019-02-01 00:00:00,-571.1,0,-20,0,0,0,-27.2,-543.9,100,A,True,0,1
1693,INTERG,22484,2019-02-01 00:00:00,1041.12,0,33.5,650.75,45.32,88.05,49.58,207.42,20.919,A,True,0,1
1685,KENAID,22485,2019-02-01 00:00:00,201.18,0,8,120,8.54,16.24,9.58,46.82,24.4363,A,True,0,1
1712,LEDCO1,22540,2019-02-01 00:00:00,1003.12,0,33,594,42.29,80.37,47.77,238.69,24.9846,A,True,0,1
1457,LOCKBL,22487,2019-02-01 00:00:00,987.04,0,39.25,588.75,41.92,79.66,47,229.71,24.4362,A,True,0,1
1056,MANLE1,22488,2019-02-01 00:00:00,1911.21,0,76,1140,81.17,154.24,91.01,444.79,24.4363,A,True,0,1
1056,MANLE1,22539,2019-02-01 00:00:00,201.18,0,8,120,8.54,16.24,9.58,46.82,24.4363,A,True,0,1
1499,MARCO3,22489,2019-02-01 00:00:00,197.59,0,6.5,117,8.33,15.83,9.41,47.02,24.9867,A,True,0,2
1686,MICHEL,22490,2019-02-01 00:00:00,2893.16,0,88,1675.38,114.08,226.68,137.77,739.25,26.8292,A,True,0,1
1215,ONNIC1,22491,2019-02-01 00:00:00,285.18,0,8,160,11.39,21.65,13.58,78.56,28.9249,A,True,0,1
1736,ONNIC1,22492,2019-02-01 00:00:00,226.38,0,8,136,9.68,18.4,10.78,51.52,23.8961,A,True,0,1
1736,ONNIC1,22493,2019-02-01 00:00:00,176.03,0,7,105,7.48,14.21,8.38,40.96,24.4319,A,True,0,1
1736,ONNIC1,22494,2019-02-01 00:00:00,201.18,0,8,120,8.54,16.24,9.58,46.82,24.4363,A,True,0,1
1097,ONNIC1,22495,2019-02-01 00:00:00,163.46,0,6.5,97.5,6.94,13.19,7.78,38.05,24.4412,A,True,0,2
1097,ONNIC1,22496,2019-02-01 00:00:00,201.18,0,8,120,8.54,16.24,9.58,46.82,24.4363,A,True,0,2
1097,ONNIC1,22497,2019-02-01 00:00:00,201.18,0,8,120,8.54,16.24,9.58,46.82,24.4363,A,True,0,2
1097,ONNIC1,22498,2019-02-01 00:00:00,201.18,0,8,120,8.54,16.24,9.58,46.82,24.4363,A,True,0,2
1097,ONNIC1,22499,2019-02-01 00:00:00,201.18,0,8,120,8.54,16.24,9.58,46.82,24.4363,A,True,0,2
1266,PARALL,22500,2019-02-01 00:00:00,716.71,0,28.5,427.5,30.44,57.84,34.13,166.8,24.4367,A,True,0,1
1501,PCLCO1,22501,2019-02-01 00:00:00,3698.94,0,104,2000,142.4,270.6,176.14,1109.8,31.5033,A,True,0,1
587,PMCLOG,22502,2019-02-01 00:00:00,558.2,0,25.25,329.88,23.37,44.63,26.58,133.74,25.1571,A,True,0,2
1744,PPDRES,22503,2019-02-01 00:00:00,163.46,0,6.5,97.5,6.94,13.19,7.78,38.05,24.4412,A,True,0,1
1742,PROAC1,22504,2019-02-01 00:00:00,311.27,0,11,187,13.31,25.3,14.82,70.84,23.8961,A,True,0,1
1315,RCSTEC,22505,2019-02-01 00:00:00,987.91,0,32,585,41.01,79.15,47.04,235.71,25.0523,A,True,0,1
1584,REDEKO,22544,2019-02-01 00:00:00,2766.38,0,87,1600,113.92,216.48,131.73,704.25,26.7303,A,True,0,2
1395,RENDI1,22507,2019-02-01 00:00:00,1092.56,0,39.5,655.5,46.67,88.69,52.03,249.67,23.9945,A,True,0,1
1519,RENDI1,22508,2019-02-01 00:00:00,301.77,0,12,180,12.82,24.35,14.37,70.23,24.4363,A,True,0,1
1751,RIGGI1,22545,2019-02-01 00:00:00,829.88,0,33,528,37.59,71.44,39.52,153.33,19.4,A,True,0,1
1591,RIZEA1,22510,2019-02-01 00:00:00,3350.89,0,94.5,1833.5,124.67,248.07,159.57,985.08,30.8675,A,True,0,1
1662,SATUR1,22536,2019-02-01 00:00:00,227.99,0,7.5,150,10.68,20.3,10.86,36.15,16.649,A,True,0,1
1662,SATUR1,22537,2019-02-01 00:00:00,-243.6,0,29,580,41.3,78.47,-11.6,-931.77,401.625,A,True,0,1
1450,SPIRCO,22512,2019-02-01 00:00:00,326.92,0,13,195,13.88,26.38,15.57,76.09,24.4387,A,True,0,1
1243,SPIRCO,22513,2019-02-01 00:00:00,1539.91,0,38.5,885,63.01,119.74,73.33,398.83,27.1946,A,True,0,1
1243,SPIRCO,22514,2019-02-01 00:00:00,335.58,0,8,216,15.38,29.22,15.98,59,18.4606,A,True,0,1
1243,SPIRCO,22515,2019-02-01 00:00:00,729.54,0,24,432,30.76,58.45,34.74,173.59,24.9842,A,True,0,1
1512,SPRING,22516,2019-02-01 00:00:00,243.18,0,8,152,10.82,20.57,11.58,48.21,20.8161,A,True,0,1
1217,SYNCRA,22517,2019-02-01 00:00:00,1341.9,0,40,840,59.81,113.65,63.9,264.54,20.6995,A,True,0,1
1721,SYNCRA,22518,2019-02-01 00:00:00,10186.19,0,298.5,6031.5,422.82,816.06,485.06,2430.75,25.0564,A,True,0,1
1722,TRILCO,22519,2019-02-01 00:00:00,1257.9,0,40,720,51.26,97.42,59.9,329.32,27.4891,A,True,0,2
1063,UNISO1,22520,2019-02-01 00:00:00,1677.9,0,40,1000,71.2,135.3,79.9,391.5,24.4994,A,True,0,1
1724,UNISO1,22521,2019-02-01 00:00:00,13284.45,0,317.5,8005,493.14,1083.08,632.59,3070.64,24.2703,A,True,0,1
1724,UNISO1,22522,2019-02-01 00:00:00,0,0,0,0,0,0,0,0,20.7759,A,True,7266.11,1
1386,URBAN1,22523,2019-02-01 00:00:00,2401.5,0,51.5,1431.25,91.67,193.65,114.36,570.57,24.9469,A,True,0,1
1688,URBAN1,22524,2019-02-01 00:00:00,1741.4,0,40,972,68.35,131.51,82.92,486.62,29.3413,A,True,0,1
1701,URBAN1,22525,2019-02-01 00:00:00,1896.47,0,46.5,1291.5,90.92,174.74,90.31,249,13.7862,A,True,0,1
1725,URBAN1,22526,2019-02-01 00:00:00,13002.64,0,358.5,7553.75,496.59,752.61,619.17,3580.52,28.9137,A,True,0,1
1727,URBAN1,22528,2019-02-01 00:00:00,1131.9,0,40,680,48.42,92,53.9,257.58,23.8942,A,True,0,1
1726,URBAN1,22546,2019-02-01 00:00:00,4134.06,0,130,2492,169.6,337.17,196.86,938.43,23.835,A,True,0,1
1578,VANCON,22529,2019-02-01 00:00:00,1005.9,0,40,640,2.82,86.59,47.9,228.59,23.8612,A,True,0,1
1728,VANMAN,22530,2019-02-01 00:00:00,609.84,0,24,364,25.92,49.25,29.04,141.63,24.3853,A,True,0,2
1729,VENTA1,22531,2019-02-01 00:00:00,1131.9,0,40,680,48.42,92,53.9,257.58,23.8942,A,True,0,1
1730,WALLC1,22532,2019-02-01 00:00:00,243.18,0,8,144,10.25,19.48,11.58,57.87,24.987,A,True,0,1
1154,WALMCL,22547,2019-02-01 00:00:00,668.75,0,20,396,25.63,53.58,31.85,161.69,25.387,A,True,0,1
1102,WHITEW,22534,2019-02-01 00:00:00,0,0,0,0,0,0,0,0,29.1528,A,True,167.19,1
1737,X3CONS,22535,2019-02-01 00:00:00,1677.5,0,54.75,993.13,70.26,134.37,79.88,399.86,25.0285,A,True,0,2
1540,WESGR1,22548,2019-02-01 00:00:00,5589.72,0,193.5,3246,229.37,439.18,266.18,1408.99,26.4672,A,True,0,1
1491,EASTWO,22551,2019-02-01 00:00:00,0,0,71,1242,88.43,0,0,-1330.43,0,A,True,0,1
1492,EASTWO,22552,2019-02-01 00:00:00,0,0,34,564,40.16,0,0,-604.16,0,A,True,0,1
1493,EASTWO,22553,2019-02-01 00:00:00,0,0,17,311,1.37,0,0,-312.37,0,A,True,0,1
1092,HANSO1,22554,2019-02-01 00:00:00,176.03,0,7,119,0.52,16.1,8.38,32.03,19.1053,A,True,0,1
1540,WESGR1,22550,2019-02-01 00:00:00,5878.19,0,213,3431.25,242.01,464.25,279.92,1460.76,26.0931,A,True,0,1
1734,WESGR1,22555,2019-02-01 00:00:00,3149.61,0,85,1828,125.88,247.33,149.98,798.42,26.6173,A,True,0,1
887,EMBER1,22556,2019-02-01 00:00:00,0,0,33,627,44.64,84.83,0,-756.47,0,A,True,0,2
1646,WESGR1,22557,2019-02-01 00:00:00,402.36,0,16,240,17.09,32.47,19.16,93.64,24.4363,A,True,0,2
1540,WESGR1,22560,2019-02-01 00:00:00,6768.58,0,206.5,3808.75,266.61,515.32,322.32,1855.58,28.7854,A,True,0,1
1710,WESGR1,22561,2019-02-01 00:00:00,804.72,0,32,480,34.18,64.94,38.32,187.28,24.4363,A,True,0,2
1646,WESGR1,22562,2019-02-01 00:00:00,899.27,0,31,541,38.52,73.2,42.82,203.73,23.7877,A,True,0,2
1731,WESGR1,22564,2019-02-01 00:00:00,2725.8,0,80,1560,111.07,211.07,129.8,713.86,27.4985,A,True,0,1
1735,WESGR1,22565,2019-02-01 00:00:00,829.92,0,32,496,35.32,67.11,39.52,191.97,24.2877,A,True,0,1
1731,WESGR1,22566,2019-02-01 00:00:00,2524.62,0,72,1440,102.53,194.83,120.22,667.04,27.7425,A,True,0,1
1011,WESGR1,22568,2019-02-01 00:00:00,2813.66,0,105.5,1683.5,118.65,227.78,133.98,649.75,24.2473,A,True,0,1
1735,WESGR1,22569,2019-02-01 00:00:00,427.56,0,16,272,19.37,36.8,20.36,79.03,19.4082,A,True,0,1
1665,WESGR1,22571,2019-02-01 00:00:00,377.21,0,15,225,16.02,30.44,17.96,87.79,24.437,A,True,0,1
1731,WESGR1,22572,2019-02-01 00:00:00,1705.85,0,57,1011,71.34,136.79,81.23,405.49,24.9591,A,True,0,1
