Reference,Customer,Invoice,InvoiceDate,Total,Payments,Hours,Pay,Comp,Burden,Pass,Profit,%Profit,Terms,PostedToAR,ReversedTotal,LocationId
698,ONESTO,14803,2017-11-03 00:00:00,196.49,0,7.5,120,6.42,16.24,9.36,44.47,23.7642,A,True,0,1
711,ONESTO,14804,2017-11-03 00:00:00,104.79,0,4,64,3.42,8.66,4.99,23.72,23.7675,A,True,0,1
714,ONESTO,14805,2017-11-03 00:00:00,130.99,0,5,80,4.28,10.82,6.24,29.65,23.7675,A,True,0,1
508,ONNIC1,14806,2017-11-03 00:00:00,353.72,0,11,200,9.42,27.06,16.84,100.4,29.8029,A,True,0,1
688,PACIF2,14807,2017-11-03 00:00:00,1509.63,0,65.5,851.5,45.56,115.21,71.89,425.47,29.593,A,True,0,1
242,PANTH1,14808,2017-11-03 00:00:00,2022.3,0,72,952,50.93,128.81,96.3,794.26,41.2388,A,True,0,1
590,PANTH1,14809,2017-11-03 00:00:00,442.68,0,16,208,11.13,28.14,21.08,174.33,41.3496,A,True,0,1
54,PCLCO1,14843,2017-11-03 00:00:00,4573.53,0,160,2589.5,134.71,350.36,217.79,1281.17,29.4134,A,True,0,1
648,PENFO1,14811,2017-11-03 00:00:00,327.47,0,11,187.5,8.83,25.37,15.59,90.18,28.915,A,True,0,1
390,PROCAN,14812,2017-11-03 00:00:00,2632.98,0,88,1480,79.18,200.24,125.38,748.18,29.8365,A,True,0,1
400,RENDI1,14813,2017-11-03 00:00:00,495.2,0,17,280,14.55,37.88,23.58,139.19,29.5132,A,True,0,1
707,RIGGI1,14844,2017-11-03 00:00:00,0,0,0,0,0,0,0,0,29.5947,A,True,357.24,1
86,SEAGA1,14816,2017-11-03 00:00:00,1258.43,0,30,750,40.13,101.48,59.93,306.89,25.6062,A,True,0,1
296,SPIRCO,14817,2017-11-03 00:00:00,1697.25,0,41,975.25,51.55,131.95,80.82,457.68,28.3142,A,True,0,1
676,SPIRCO,14818,2017-11-03 00:00:00,209.58,0,8,120,6.42,16.24,9.98,56.94,28.5271,A,True,0,1
296,SPIRCO,14819,2017-11-03 00:00:00,172.86,0,7.5,97.5,5.22,13.19,8.23,48.72,29.5936,A,True,0,1
296,SPIRCO,14820,2017-11-03 00:00:00,172.86,0,7.5,97.5,5.22,13.19,8.23,48.72,29.5936,A,True,0,1
232,STANH1,14821,2017-11-03 00:00:00,393.96,0,16,224,11.98,30.31,18.76,108.91,29.0272,A,True,0,1
623,STANH1,14822,2017-11-03 00:00:00,184.38,0,8,104,5.56,14.07,8.78,51.97,29.5957,A,True,0,1
396,STYLUX,14823,2017-11-03 00:00:00,209.58,0,8,120,6.42,16.24,9.98,56.94,28.5271,A,True,0,1
639,UNISO1,14824,2017-11-03 00:00:00,2535.65,0,57,1474,72.44,199.43,120.75,669.03,27.7043,A,True,0,1
654,UNISO1,14825,2017-11-03 00:00:00,1635.9,0,40,940,50.29,127.18,77.9,440.53,28.2754,A,True,0,1
126,URBAN1,14826,2017-11-03 00:00:00,1654.96,0,57,936,50.08,126.64,78.81,463.43,29.4027,A,True,0,1
664,URBAN1,14827,2017-11-03 00:00:00,633.92,0,15.5,341,18.24,46.14,30.19,198.35,32.8541,A,True,0,1
665,VANMAN,14845,2017-11-03 00:00:00,359.39,0,14.5,204.5,10.94,27.67,17.11,99.17,28.9734,A,True,0,1
666,VANMAN,14846,2017-11-03 00:00:00,325.07,0,13.25,184.75,9.88,25,15.48,89.96,29.0578,A,True,0,1
715,VANWHI,14830,2017-11-03 00:00:00,1509.62,0,65.5,925,49.49,125.15,71.89,338.09,23.5155,A,True,0,1
656,VENTA1,14831,2017-11-03 00:00:00,1453.67,0,50,864,45.37,116.9,69.22,358.18,25.8716,A,True,0,1
272,VILLA1,14832,2017-11-03 00:00:00,92.19,0,4,52,2.78,7.04,4.39,25.98,29.59,A,True,0,1
718,VILLA1,14833,2017-11-03 00:00:00,242,0,10.5,136.5,7.3,18.47,11.52,68.21,29.5948,A,True,0,1
627,WADCON,14834,2017-11-03 00:00:00,848.43,0,29.5,466.5,24.96,63.12,40.4,253.45,31.3664,A,True,0,1
669,WADCON,14835,2017-11-03 00:00:00,1717.85,0,39,1092,58.42,147.75,81.8,337.88,20.6522,A,True,0,1
72,WALLC1,14836,2017-11-03 00:00:00,4247.34,0,132,2534,129.26,342.85,202.25,1038.98,25.685,A,True,0,1
602,WALLC1,14837,2017-11-03 00:00:00,1442.54,0,42,860,44.94,116.36,68.69,352.55,25.6615,A,True,0,1
659,WALLC1,14838,2017-11-03 00:00:00,553.14,0,24,312,16.69,42.21,26.34,155.9,29.5938,A,True,0,1
424,WESGR1,14749,2017-11-03 00:00:00,943.11,0,36,540,28.89,73.06,44.91,256.25,28.5293,A,True,0,1
426,WESGR1,14847,2017-11-03 00:00:00,2095.8,0,80,1200,64.2,162.36,99.8,569.44,28.5291,A,True,0,1
459,WESGR1,14848,2017-11-03 00:00:00,822.71,0,29.5,479.5,25.65,64.88,39.18,213.5,27.2485,A,True,0,1
424,WESGR1,14853,2017-11-03 00:00:00,0,0,0,0,0,0,0,0,30.1848,A,True,5942.16,1
720,WESPEA,14839,2017-11-03 00:00:00,419.16,0,16,240,12.84,32.47,19.96,113.89,28.5296,A,True,0,1
712,WINMA1,14840,2017-11-03 00:00:00,3300.89,0,126,1890,101.12,255.72,157.19,896.86,28.5288,A,True,0,1
281,YELLOR,14841,2017-11-03 00:00:00,6609.07,0,192,3846,198.3,520.36,314.72,1729.69,27.48,A,True,0,1
707,RIGGI1,14863,2017-11-03 00:00:00,507.06,0,22,286,15.3,38.7,24.15,142.91,29.5935,A,True,0,1
426,WESGR1,14864,2017-11-03 00:00:00,1269.77,0,54,702,37.56,94.98,60.47,374.76,30.9898,A,True,0,1
426,WESGR1,14865,2017-11-03 00:00:00,2999.25,0,71.5,0,0,0,142.82,2856.43,100,A,True,0,1
426,WESGR1,14866,2017-11-03 00:00:00,879.9,0,40,0,0,0,41.9,838,100,A,True,0,1
426,WESGR1,14867,2017-11-03 00:00:00,905.1,0,40,0,0,0,43.1,862,100,A,True,0,1
426,WESGR1,14868,2017-11-03 00:00:00,1006.74,0,24,0,0,0,47.94,958.8,100,A,True,0,1
426,WESGR1,14869,2017-11-03 00:00:00,679.14,0,24,0,0,0,32.34,646.8,100,A,True,0,1
426,WESGR1,14870,2017-11-03 00:00:00,8741.84,0,277.5,0,0,0,416.28,8325.56,100,A,True,0,1
516,CENTU1,14871,2017-11-10 00:00:00,-56.6,0,-2,0,0,0,-2.7,-53.9,100,A,True,0,1
424,WESGR1,14872,2017-11-10 00:00:00,817.95,0,20,440,23.54,59.53,38.95,255.93,32.8537,A,True,0,1
425,WESGR1,14873,2017-11-10 00:00:00,3549.32,0,154,2042,109.25,276.28,169.02,952.77,28.186,A,True,0,1
424,WESGR1,14874,2017-11-10 00:00:00,981.54,0,24,528,28.25,71.44,46.74,307.11,32.853,A,True,0,1
425,WESGR1,14875,2017-11-10 00:00:00,1868,0,79,1065,56.98,144.09,88.95,512.98,28.8345,A,True,0,1
424,WESGR1,14878,2017-11-10 00:00:00,8014.02,0,262.5,4555.5,243.72,616.36,381.62,2216.82,29.0449,A,True,0,1
425,WESGR1,14879,2017-11-10 00:00:00,4634.7,0,200,2656,142.1,359.36,220.7,1256.54,28.4671,A,True,0,1
704,ICONW1,14880,2017-11-03 00:00:00,14405.11,0,464,8037.5,426.42,1087.47,685.96,4167.76,30.3791,A,True,0,1
377,ABBOTK,14882,2017-11-10 00:00:00,276.57,0,12,156,8.35,21.11,13.17,77.94,29.59,A,True,0,1
600,ABBOTK,14883,2017-11-10 00:00:00,414.86,0,18,234,12.52,31.66,19.76,116.92,29.5925,A,True,0,1
723,ABBOTK,14884,2017-11-10 00:00:00,461.28,0,13.5,247.5,13,33.49,21.97,145.32,33.0791,A,True,0,1
368,ALLAI1,14885,2017-11-10 00:00:00,184.38,0,8,104,5.56,14.07,8.78,51.97,29.5957,A,True,0,1
510,ALPHA1,14886,2017-11-10 00:00:00,1014.09,0,44,572,30.6,77.39,48.29,285.81,29.5931,A,True,0,1
579,ALPHA1,14887,2017-11-10 00:00:00,1106.28,0,48,624,33.38,84.43,52.68,311.79,29.5928,A,True,0,1
729,ALPHA1,14888,2017-11-10 00:00:00,368.76,0,16,208,11.13,28.14,17.56,103.93,29.5928,A,True,0,1
744,ALPHA1,14889,2017-11-10 00:00:00,0,0,0,0,0,0,0,0,29.5977,A,True,149.81,1
567,ARTIC1,14890,2017-11-10 00:00:00,124.44,0,4.75,71.25,3.81,9.64,5.93,33.81,28.5292,A,True,0,1
237,BARS,14891,2017-11-10 00:00:00,157.5,0,6,90,4.82,12.18,7.5,43,28.6667,A,True,0,1
129,BCHOTE,14892,2017-11-10 00:00:00,368.76,0,16,208,11.13,28.14,17.56,103.93,29.5928,A,True,0,1
650,BESTB1,14958,2017-11-10 00:00:00,875.81,0,38,532,28.46,71.98,41.71,201.66,24.177,A,True,0,1
625,BLACK1,14959,2017-11-10 00:00:00,209.58,0,8,120,6.42,16.24,9.98,56.94,28.5271,A,True,0,1
689,BLACK1,14960,2017-11-10 00:00:00,209.58,0,8,120,6.42,16.24,9.98,56.94,28.5271,A,True,0,1
658,BOSAC1,14895,2017-11-10 00:00:00,2341.62,0,92.5,1327.25,70.81,179.58,111.51,652.47,29.2573,A,True,0,1
516,CENTU1,14896,2017-11-10 00:00:00,169.79,0,6,96,5.14,12.99,8.09,47.57,29.4187,A,True,0,1
697,CHAIRD,14897,2017-11-10 00:00:00,130.99,0,5,85,4.55,11.5,6.24,23.7,18.998,A,True,0,1
641,CHAMIR,14898,2017-11-10 00:00:00,184.38,0,8,104,5.56,14.07,8.78,51.97,29.5957,A,True,0,1
733,DWBCON,14899,2017-11-10 00:00:00,138.29,0,6,78,4.17,10.55,6.59,38.98,29.5976,A,True,0,1
280,ELKHO1,14961,2017-11-10 00:00:00,1191.99,0,45.5,682.5,36.51,92.34,56.76,323.88,28.5299,A,True,0,1
503,GOVANB,14901,2017-11-10 00:00:00,1174.16,0,35,630,33.71,85.24,55.91,369.3,33.0248,A,True,0,1
37,HAEBL1,14902,2017-11-10 00:00:00,1659.42,0,72,976,52.22,132.05,79.02,420.13,26.5838,A,True,0,1
193,HCCOLD,14903,2017-11-10 00:00:00,1308.27,0,65.75,854.75,45.73,115.65,62.3,229.84,18.4467,A,True,0,1
303,HEABRA,14904,2017-11-10 00:00:00,419.16,0,16,240,12.84,32.47,19.96,113.89,28.5296,A,True,0,1
726,HEABRA,14962,2017-11-10 00:00:00,403.34,0,17.5,227.5,12.17,30.78,19.21,113.68,29.5941,A,True,0,1
238,INKQUE,14905,2017-11-10 00:00:00,377.06,0,18,234,12.52,31.66,17.96,80.92,22.5341,A,True,0,1
692,IRONM1,14906,2017-11-10 00:00:00,229.23,0,8.5,131.25,6.82,17.76,10.92,62.48,28.6199,A,True,0,1
456,ITCCO1,14907,2017-11-10 00:00:00,1290.66,0,56,728,38.95,98.5,61.46,363.75,29.5924,A,True,0,1
581,ITCCO1,14908,2017-11-10 00:00:00,343.86,0,9.5,194.75,9.66,26.35,16.37,96.73,29.5368,A,True,0,1
617,JERMAR,14909,2017-11-10 00:00:00,1290.66,0,56,768,41.09,103.91,61.46,316.2,25.724,A,True,0,1
630,JERMAR,14910,2017-11-10 00:00:00,184.38,0,8,104,5.56,14.07,8.78,51.97,29.5957,A,True,0,1
43,JOHNSO,14911,2017-11-10 00:00:00,3420.01,0,53,1962,97.26,265.46,162.86,932.43,28.6272,A,True,0,1
690,JTWCO1,14963,2017-11-10 00:00:00,149.81,0,6.5,84.5,4.52,11.43,7.13,42.23,29.5977,A,True,0,1
617,JERMAR,14855,2017-11-03 00:00:00,1290.66,0,56,768,41.09,103.91,61.46,316.2,25.724,A,True,0,1
630,JERMAR,14856,2017-11-03 00:00:00,1475.04,0,64,832,44.51,112.57,70.24,415.72,29.5928,A,True,0,1
277,MANLE1,14857,2017-11-03 00:00:00,587.72,0,25.5,370.5,19.82,50.13,27.99,119.28,21.3103,A,True,0,1
715,VANWHI,14858,2017-11-03 00:00:00,2304.75,0,100,1408,75.33,190.5,109.75,521.17,23.7435,A,True,0,1
704,ICONW1,14860,2017-10-27 00:00:00,149.81,0,6.5,84.5,4.52,11.43,7.13,42.23,29.5977,A,True,0,1
424,WESGR1,14861,2017-11-03 00:00:00,12573.74,0,360.5,6972,373,943.31,598.75,3686.68,30.7865,A,True,0,1
425,WESGR1,14862,2017-11-03 00:00:00,1037.14,0,45,585,31.3,79.15,49.39,292.3,29.5925,A,True,0,1
285,KINDR1,14913,2017-11-10 00:00:00,1820.28,0,48,984,52.64,133.14,86.68,563.82,32.5231,A,True,0,1
608,KLOND1,14914,2017-11-10 00:00:00,115.24,0,5,65,3.48,8.79,5.49,32.48,29.5945,A,True,0,1
696,LPSCO1,14915,2017-11-10 00:00:00,218.96,0,9.5,123.5,6.61,16.71,10.43,61.71,29.5929,A,True,0,1
264,MANLE1,14916,2017-11-10 00:00:00,0,0,0,0,0,0,0,0,28.5251,A,True,261.98,1
277,MANLE1,14917,2017-11-10 00:00:00,0,0,0,0,0,0,0,0,29.5932,A,True,322.67,1
227,MARCO3,14918,2017-11-10 00:00:00,507.05,0,22,286,15.3,38.7,24.15,142.9,29.592,A,True,0,1
530,MARCO3,14919,2017-11-10 00:00:00,184.52,0,5.5,110,5.89,14.88,8.79,44.96,25.5847,A,True,0,1
725,MARCO3,14920,2017-11-10 00:00:00,0,0,0,0,0,0,0,0,29.59,A,True,276.57,1
227,MARCO3,14921,2017-11-10 00:00:00,1677.9,0,40,1080,57.78,146.12,79.9,314.1,19.6558,A,True,0,1
619,MARSHD,14922,2017-11-10 00:00:00,1047.9,0,40,600,32.1,81.18,49.9,284.72,28.5291,A,True,0,1
694,MERCRO,14923,2017-11-10 00:00:00,1016.24,0,43,575,30.76,77.8,48.39,284.29,29.3734,A,True,0,1
222,MONDEV,14924,2017-11-10 00:00:00,1696.16,0,60.5,1058.25,55.02,143.18,80.77,358.94,22.22,A,True,0,1
645,MORNST,14964,2017-11-10 00:00:00,184.38,0,8,104,5.56,14.07,8.78,51.97,29.5957,A,True,0,1
645,MORNST,14965,2017-11-10 00:00:00,553.14,0,24,312,16.69,42.21,26.34,155.9,29.5938,A,True,0,1
48,MRCTO1,14926,2017-11-10 00:00:00,1526.01,0,52,873.75,41.73,118.22,72.67,419.64,28.8742,A,True,0,1
702,MRCTO1,14927,2017-11-10 00:00:00,1493.26,0,51,855,40.93,115.68,71.11,410.54,28.8676,A,True,0,1
722,MRCTO1,14928,2017-11-10 00:00:00,2148.2,0,81,1230,65,166.42,102.3,584.48,28.5684,A,True,0,1
552,NORTH1,14929,2017-11-10 00:00:00,2009.12,0,71,1136,60.78,153.7,95.67,562.97,29.4217,A,True,0,1
376,NORTH2,14930,2017-11-10 00:00:00,0,0,0,0,0,0,0,0,22.8374,A,True,985.98,1
741,ONESTO,14931,2017-11-10 00:00:00,818.69,0,30.5,500,26.11,67.65,38.99,185.94,23.8476,A,True,0,1
688,PACIF2,14932,2017-11-10 00:00:00,299.63,0,13,169,9.04,22.87,14.27,84.45,29.5942,A,True,0,1
242,PANTH1,14933,2017-11-10 00:00:00,2506.53,0,86,1179.5,60.67,159.59,119.36,987.41,41.3632,A,True,0,1
590,PANTH1,14934,2017-11-10 00:00:00,221.34,0,8,104,5.56,14.07,10.54,87.17,41.352,A,True,0,1
54,PCLCO1,14935,2017-11-10 00:00:00,4984.65,0,164,2818.75,143.59,381.38,237.36,1403.57,29.5657,A,True,0,1
576,PRECWA,14936,2017-11-10 00:00:00,0,0,0,0,0,0,0,0,23.7918,A,True,599.24,1
638,PRECWA,14937,2017-11-10 00:00:00,0,0,0,0,0,0,0,0,29.5936,A,True,172.86,1
400,RENDI1,14966,2017-11-10 00:00:00,505.89,0,20.15,314.95,16.85,42.61,24.09,107.39,22.2893,A,True,0,1
558,RWLOG,14939,2017-11-10 00:00:00,293.27,0,14,182,9.74,24.62,13.97,62.94,22.5349,A,True,0,1
86,SEAGA1,14940,2017-11-10 00:00:00,1342.32,0,32,800,42.8,108.24,63.92,327.36,25.607,A,True,0,1
296,SPIRCO,14941,2017-11-10 00:00:00,1635.9,0,40,940,50.29,127.18,77.9,440.53,28.2754,A,True,0,1
232,STANH1,14942,2017-11-10 00:00:00,368.76,0,16,208,11.13,28.14,17.56,103.93,29.5928,A,True,0,1
623,STANH1,14943,2017-11-10 00:00:00,249.38,0,10,146,7.81,19.75,11.88,63.94,26.9221,A,True,0,1
396,STYLUX,14944,2017-11-10 00:00:00,0,0,0,0,0,0,0,0,29.6388,A,True,386.04,1
639,UNISO1,14945,2017-11-10 00:00:00,2699.25,0,60,1565,76.08,211.74,128.54,717.89,27.9257,A,True,0,1
654,UNISO1,14946,2017-11-10 00:00:00,1635.9,0,40,1000,53.5,135.3,77.9,369.2,23.697,A,True,0,1
126,URBAN1,14947,2017-11-10 00:00:00,1443.17,0,51,816,43.66,110.4,68.72,404.39,29.422,A,True,0,1
453,URBAN1,14948,2017-11-10 00:00:00,113.19,0,4,64,3.42,8.66,5.39,31.72,29.4249,A,True,0,1
665,VANMAN,14967,2017-11-10 00:00:00,875.81,0,38,494,26.43,66.84,41.71,246.83,29.5924,A,True,0,1
666,VANMAN,14968,2017-11-10 00:00:00,1179.11,0,46,673.5,36.03,91.12,56.15,322.31,28.7018,A,True,0,1
656,VENTA1,14951,2017-11-10 00:00:00,1467.06,0,55,883,46.38,119.47,69.86,348.35,24.932,A,True,0,1
627,WADCON,14952,2017-11-10 00:00:00,1468.16,0,35,980,52.43,132.59,69.91,233.23,16.6801,A,True,0,1
72,WALLC1,14953,2017-11-10 00:00:00,4293.63,0,135,2554.25,134.71,345.59,204.46,1054.62,25.7906,A,True,0,1
602,WALLC1,14954,2017-11-10 00:00:00,1769.63,0,48.5,1055,51.9,142.74,84.27,435.72,25.8532,A,True,0,1
659,WALLC1,14955,2017-11-10 00:00:00,0,0,0,0,0,0,0,0,29.7347,A,True,639.58,1
425,WESGR1,14881,2017-11-10 00:00:00,2168.62,0,93,1225,65.54,165.74,103.27,609.07,29.4899,A,True,0,1
720,WESPEA,14956,2017-11-10 00:00:00,368.76,0,16,208,11.13,28.14,17.56,103.93,29.5928,A,True,0,1
281,YELLOR,14957,2017-11-10 00:00:00,5704.81,0,164,3324.25,170,449.77,271.66,1489.13,27.4082,A,True,0,1
744,ALPHA1,14976,2017-11-10 00:00:00,149.81,0,6.5,84.5,4.52,11.43,7.13,42.23,29.5977,A,True,0,1
709,HAEBL1,14977,2017-11-10 00:00:00,0,0,0,0,0,0,0,0,12.561,A,True,1341.9,1
376,NORTH2,14969,2017-11-10 00:00:00,960.78,0,39.5,577.5,30.9,78.14,45.75,228.49,24.9708,A,True,0,1
576,PRECWA,14974,2017-11-10 00:00:00,437.9,0,18,275.5,13.96,37.28,20.85,90.31,21.6545,A,True,0,1
638,PRECWA,14975,2017-11-10 00:00:00,334.19,0,14.5,188.5,10.08,25.5,15.91,94.2,29.5966,A,True,0,1
516,CENTU1,15705,2017-12-29 00:00:00,921.9,0,40,560,29.96,75.77,43.9,212.27,24.1765,A,True,0,1
503,GOVANB,15706,2017-12-29 00:00:00,1341.91,0,39.5,760,40.15,102.83,63.9,375.03,29.3448,A,True,0,1
676,SPIRCO,15707,2017-12-29 00:00:00,762.72,0,32,432,23.11,58.45,36.32,212.84,29.3007,A,True,0,1
538,VENTA1,15708,2017-12-29 00:00:00,115.24,0,5,70,3.75,9.47,5.49,26.53,24.1731,A,True,0,1
796,VENTA1,15709,2017-12-29 00:00:00,628.74,0,24,360,19.26,48.71,29.94,170.83,28.5287,A,True,0,1
538,VENTA1,15710,2017-12-29 00:00:00,286.28,0,7,168,8.99,22.73,13.63,72.93,26.7486,A,True,0,1
281,YELLOR,15712,2017-12-29 00:00:00,157.19,0,6,90,4.82,12.18,7.49,42.7,28.5237,A,True,0,1
281,YELLOR,15719,2017-12-29 00:00:00,11381.43,0,353,6618.38,329.91,895.47,541.97,2995.7,27.637,A,True,0,1
783,LOOMEX,15733,2017-12-29 00:00:00,259.29,0,11.25,146.25,7.82,19.79,12.35,73.08,29.5942,A,True,0,1
600,ABBOTK,15734,2018-01-05 00:00:00,1106.28,0,48,624,33.38,84.43,52.68,311.79,29.5928,A,True,0,1
723,ABBOTK,15735,2018-01-05 00:00:00,1207.08,0,48,688,36.81,93.09,57.48,331.7,28.8535,A,True,0,1
510,ALPHA1,15736,2018-01-05 00:00:00,2143.44,0,93,1209,64.68,163.58,102.07,604.11,29.5934,A,True,0,1
579,ALPHA1,15737,2018-01-05 00:00:00,553.14,0,24,312,16.69,42.21,26.34,155.9,29.5938,A,True,0,1
744,ALPHA1,15738,2018-01-05 00:00:00,1763.14,0,76.5,994.5,53.21,134.56,83.96,496.91,29.5924,A,True,0,1
813,ALPHA1,15739,2018-01-05 00:00:00,449.43,0,19.5,253.5,13.56,34.3,21.4,126.67,29.5937,A,True,0,1
151,ALTOC1,15740,2018-01-05 00:00:00,2641.86,0,72.5,1653.75,81.45,223.75,125.8,557.11,22.1422,A,True,0,1
650,BESTB1,15741,2018-01-05 00:00:00,414.86,0,18,234,12.52,31.66,19.76,116.92,29.5925,A,True,0,1
658,BOSAC1,15742,2018-01-05 00:00:00,4942.86,0,181.5,2878.5,150.79,389.46,235.37,1288.74,27.3764,A,True,0,1
516,CENTU1,15743,2018-01-05 00:00:00,737.52,0,32,448,23.97,60.61,35.12,169.82,24.1771,A,True,0,1
745,CMPDEV,15744,2018-01-05 00:00:00,161.33,0,7,91,4.87,12.31,7.68,45.47,29.5932,A,True,0,1
503,GOVANB,15745,2018-01-05 00:00:00,1257.9,0,40,712,38.09,96.33,59.9,351.58,29.3472,A,True,0,1
809,GOVANB,15746,2018-01-05 00:00:00,163.59,0,4,88,4.71,11.91,7.79,51.18,32.8498,A,True,0,1
815,HANSD1,15747,2018-01-05 00:00:00,647.31,0,22.75,366,19.47,49.52,30.82,181.5,29.4409,A,True,0,1
758,HCCOLD,15748,2018-01-05 00:00:00,1253.55,0,63,819,43.82,110.81,59.69,220.23,18.4469,A,True,0,1
726,HEABRA,15749,2018-01-05 00:00:00,184.38,0,8,104,5.56,14.07,8.78,51.97,29.5957,A,True,0,1
746,HEABRA,15750,2018-01-05 00:00:00,921.9,0,40,552,29.53,74.69,43.9,221.78,25.2597,A,True,0,1
581,ITCCO1,15751,2018-01-05 00:00:00,805.14,0,24,456,24.4,61.7,38.34,224.7,29.3036,A,True,0,1
760,ITCCO1,15752,2018-01-05 00:00:00,184.38,0,8,104,5.56,14.07,8.78,51.97,29.5957,A,True,0,1
816,LEDCO1,15753,2018-01-05 00:00:00,553.14,0,24,336,17.98,45.46,26.34,127.36,24.1762,A,True,0,1
783,LOOMEX,15754,2018-01-05 00:00:00,726,0,31.5,409.5,21.91,55.41,34.57,204.61,29.5923,A,True,0,1
644,MAGIL1,15755,2018-01-05 00:00:00,628.74,0,24,360,19.26,48.71,29.94,170.83,28.5287,A,True,0,1
619,MARSHD,15756,2018-01-05 00:00:00,1047.9,0,40,640,34.24,86.59,49.9,237.17,23.7645,A,True,0,1
694,MERCRO,15757,2018-01-05 00:00:00,484,0,21,273,14.61,36.94,23.05,136.4,29.5911,A,True,0,1
766,MONDEV,15758,2018-01-05 00:00:00,790.18,0,29,464,24.82,62.78,37.63,200.95,26.7025,A,True,0,1
645,MORNST,15759,2018-01-05 00:00:00,507.05,0,22,286,15.3,38.7,24.15,142.9,29.592,A,True,0,1
722,MRCTO1,15760,2018-01-05 00:00:00,209.58,0,8,120,6.42,16.24,9.98,56.94,28.5271,A,True,0,1
587,PMCLOG,15761,2018-01-05 00:00:00,282.8,0,13.5,175.5,9.39,23.75,13.47,60.69,22.5337,A,True,0,1
390,PROCAN,15762,2018-01-05 00:00:00,553.14,0,24,336,17.98,45.46,26.34,127.36,24.1762,A,True,0,1
558,RWLOG,15763,2018-01-05 00:00:00,83.79,0,4,52,2.78,7.04,3.99,17.98,22.5313,A,True,0,1
296,SPIRCO,15764,2018-01-05 00:00:00,981.54,0,24,564,30.17,76.31,46.74,264.32,28.2756,A,True,0,1
396,STYLUX,15765,2018-01-05 00:00:00,299.63,0,13,169,9.04,22.87,14.27,84.45,29.5942,A,True,0,1
654,UNISO1,15766,2018-01-05 00:00:00,1308.72,0,32,800,42.8,108.24,62.32,295.36,23.697,A,True,0,1
666,VANMAN,15767,2018-01-05 00:00:00,1724.81,0,66,986.5,52.38,133.47,82.13,470.33,28.6319,A,True,0,1
797,VENTA1,15768,2018-01-05 00:00:00,704.34,0,24,384,20.54,51.96,33.54,214.3,31.9469,A,True,0,1
817,VILLA1,15769,2018-01-05 00:00:00,276.57,0,12,156,8.35,21.11,13.17,77.94,29.59,A,True,0,1
627,WADCON,15770,2018-01-05 00:00:00,713.11,0,17,476,25.47,64.4,33.96,113.28,16.6797,A,True,0,1
602,WALLC1,15771,2018-01-05 00:00:00,956.11,0,27,570,28.89,77.12,45.53,234.57,25.7605,A,True,0,1
775,WALLC1,15772,2018-01-05 00:00:00,3396.96,0,96,2016,107.86,272.76,161.76,838.58,25.9205,A,True,0,1
281,YELLOR,15773,2018-01-05 00:00:00,8843.1,0,271.5,5151,256.43,696.93,421.1,2317.64,27.5189,A,True,0,1
704,ICONW1,15774,2018-01-05 00:00:00,22653.44,0,729,13011.75,693.87,1760.49,1078.74,6108.59,28.3137,A,True,0,1
757,DARWI1,15775,2018-01-05 00:00:00,327.18,0,8,176,9.42,23.81,15.58,102.37,32.853,A,True,0,1
818,SYNCRA,15776,2018-01-05 00:00:00,155.64,0,5.5,88,4.71,11.91,7.41,43.61,29.4205,A,True,0,1
787,WHITEW,15777,2018-01-05 00:00:00,654.36,0,16,352,18.83,47.63,31.16,204.74,32.853,A,True,0,1
788,WHITEW,15778,2018-01-05 00:00:00,715.71,0,17,437.5,22.74,59.19,34.08,162.2,23.7959,A,True,0,1
664,URBAN1,15779,2018-01-05 00:00:00,1206.48,0,29,708,37.24,95.79,57.45,308,26.8052,A,True,0,1
670,URBAN1,15780,2018-01-05 00:00:00,679.14,0,24,432,23.11,58.45,32.34,133.24,20.5999,A,True,0,1
774,URBAN1,15781,2018-01-05 00:00:00,2241.79,0,67,1323,68.37,179,106.75,564.67,26.4477,A,True,0,1
530,MARCO3,15782,2018-01-05 00:00:00,1014.81,0,29.5,574.75,29.99,77.76,48.32,283.99,29.3836,A,True,0,1
716,MARCO3,15783,2018-01-05 00:00:00,1159.31,0,38,629,33.65,85.1,55.21,356.35,32.2752,A,True,0,1
227,MARCO3,15785,2018-01-05 00:00:00,553.14,0,24,312,16.69,42.21,26.34,155.9,29.5938,A,True,0,1
227,MARCO3,15786,2018-01-05 00:00:00,1006.74,0,24,648,34.67,87.67,47.94,188.46,19.6558,A,True,0,1
227,MARCO3,15787,2018-01-05 00:00:00,335.58,0,8,176,9.42,23.81,15.98,110.37,34.5338,A,True,0,1
769,PANTH1,15801,2018-01-05 00:00:00,-440.27,0,-14,0,0,0,-20.97,-419.3,100,A,True,0,1
600,ABBOTK,15815,2018-01-12 00:00:00,1106.28,0,48,624,33.38,84.43,52.68,311.79,29.5928,A,True,0,1
723,ABBOTK,15816,2018-01-12 00:00:00,265.05,0,11.5,149.5,8,20.23,12.62,74.7,29.5924,A,True,0,1
723,ABBOTK,15817,2018-01-12 00:00:00,184.38,0,8,104,5.56,14.07,8.78,51.97,29.5957,A,True,0,1
368,ALLAI1,15818,2018-01-12 00:00:00,368.76,0,16,208,11.13,28.14,17.56,103.93,29.5928,A,True,0,1
